Model,Dataset,Building,Abs_Error
VMD_Optuna_TCN,cross,Hog,1.8304679431915218
VMD_Optuna_TCN,cross,Hog,1.9510557732582114
VMD_Optuna_TCN,cross,Hog,0.6919295988082865
VMD_Optuna_TCN,cross,Hog,0.8066698095798728
VMD_Optuna_TCN,cross,Hog,1.8023582711219746
VMD_Optuna_TCN,cross,Hog,1.5769676955938365
VMD_Optuna_TCN,cross,Hog,2.0817473044395456
VMD_Optuna_TCN,cross,Hog,2.6334176580905932
VMD_Optuna_TCN,cross,Hog,0.5303253893852258
VMD_Optuna_TCN,cross,Hog,0.03611903285980134
VMD_Optuna_TCN,cross,Hog,0.23169744217395305
VMD_Optuna_TCN,cross,Hog,0.14269920843840112
VMD_Optuna_TCN,cross,Hog,0.19914313888549628
VMD_Optuna_TCN,cross,Hog,0.43051761937141464
VMD_Optuna_TCN,cross,Hog,0.21988838592171334
VMD_Optuna_TCN,cross,Hog,0.7966737991571406
VMD_Optuna_TCN,cross,Hog,1.4520598700642608
VMD_Optuna_TCN,cross,Hog,0.9665767253637298
VMD_Optuna_TCN,cross,Hog,0.3979498647227899
VMD_Optuna_TCN,cross,Hog,0.11693281865120042
VMD_Optuna_TCN,cross,Hog,0.4875242941379554
VMD_Optuna_TCN,cross,Hog,0.6377623047828607
VMD_Optuna_TCN,cross,Hog,0.023025089628987416
VMD_Optuna_TCN,cross,Hog,0.8830106341317361
VMD_Optuna_TCN,cross,Hog,1.0404518232345552
VMD_Optuna_TCN,cross,Hog,0.7067172672748541
VMD_Optuna_TCN,cross,Hog,0.5776303213834737
VMD_Optuna_TCN,cross,Hog,1.5451796908378554
VMD_Optuna_TCN,cross,Hog,1.1290494496822134
VMD_Optuna_TCN,cross,Hog,0.9597266585528814
VMD_Optuna_TCN,cross,Hog,2.244030133008934
VMD_Optuna_TCN,cross,Hog,2.1454579961299913
VMD_Optuna_TCN,cross,Hog,2.6739160626828635
VMD_Optuna_TCN,cross,Hog,2.411544863462453
VMD_Optuna_TCN,cross,Hog,2.27920726275444
VMD_Optuna_TCN,cross,Hog,1.085569495588544
VMD_Optuna_TCN,cross,Hog,1.3309285216331475
VMD_Optuna_TCN,cross,Hog,0.722136535435908
VMD_Optuna_TCN,cross,Hog,0.7895865067094547
VMD_Optuna_TCN,cross,Hog,2.4469166623949974
VMD_Optuna_TCN,cross,Hog,1.0473142918348302
VMD_Optuna_TCN,cross,Hog,0.12642801053821984
VMD_Optuna_TCN,cross,Hog,0.1433129208087891
VMD_Optuna_TCN,cross,Hog,0.18000369322300003
VMD_Optuna_TCN,cross,Hog,0.3436060520112534
VMD_Optuna_TCN,cross,Hog,0.41407612621784295
VMD_Optuna_TCN,cross,Hog,0.03078455415368353
VMD_Optuna_TCN,cross,Hog,0.24695419430732812
VMD_Optuna_TCN,cross,Hog,0.47777927845716306
VMD_Optuna_TCN,cross,Hog,0.3409747474193594
VMD_Optuna_TCN,cross,Hog,0.28945057377219285
VMD_Optuna_TCN,cross,Hog,2.1145414555668864
VMD_Optuna_TCN,cross,Hog,0.1867202272415156
VMD_Optuna_TCN,cross,Hog,1.2375716745853396
VMD_Optuna_TCN,cross,Hog,0.8428077692985525
VMD_Optuna_TCN,cross,Hog,0.17857009387016376
VMD_Optuna_TCN,cross,Hog,0.8209587121009818
VMD_Optuna_TCN,cross,Hog,1.9970099116563773
VMD_Optuna_TCN,cross,Hog,1.234155143380164
VMD_Optuna_TCN,cross,Hog,1.9283138797283144
VMD_Optuna_TCN,cross,Hog,1.4868166203498845
VMD_Optuna_TCN,cross,Hog,1.1733191507458685
VMD_Optuna_TCN,cross,Hog,1.2234050816893642
VMD_Optuna_TCN,cross,Hog,0.011295950651167175
VMD_Optuna_TCN,cross,Hog,0.7056069990396381
VMD_Optuna_TCN,cross,Hog,0.3241005246043187
VMD_Optuna_TCN,cross,Hog,0.22051214283704468
VMD_Optuna_TCN,cross,Hog,1.0661104031801258
VMD_Optuna_TCN,cross,Hog,0.10565979087352417
VMD_Optuna_TCN,cross,Hog,0.6787971892356808
VMD_Optuna_TCN,cross,Hog,0.2786717827916121
VMD_Optuna_TCN,cross,Hog,0.16313852930068862
VMD_Optuna_TCN,cross,Hog,0.61229999566077
VMD_Optuna_TCN,cross,Hog,0.5983677066564539
VMD_Optuna_TCN,cross,Hog,1.1536147199571118
VMD_Optuna_TCN,cross,Hog,1.2130772278681405
VMD_Optuna_TCN,cross,Hog,1.4397611103653887
VMD_Optuna_TCN,cross,Hog,1.6786861609816484
VMD_Optuna_TCN,cross,Hog,0.489306827217348
VMD_Optuna_TCN,cross,Hog,1.2577495053186993
VMD_Optuna_TCN,cross,Hog,0.9348328190147868
VMD_Optuna_TCN,cross,Hog,1.919215035393833
VMD_Optuna_TCN,cross,Hog,1.9748090017065394
VMD_Optuna_TCN,cross,Hog,1.797651758551595
VMD_Optuna_TCN,cross,Hog,1.6355127069950086
VMD_Optuna_TCN,cross,Hog,1.327422417107968
VMD_Optuna_TCN,cross,Hog,1.3634263192415261
VMD_Optuna_TCN,cross,Hog,0.27737730789184667
VMD_Optuna_TCN,cross,Hog,0.39685230290890416
VMD_Optuna_TCN,cross,Hog,0.32957093536853677
